도로명,전체주소,위도,경도,경사도(%),열선설치여부,제설함여부,염화칼슘여부,모래주머니여부,평균기온,평균강수량,평균적설량,early_morning_snow_peak,early_morning_rain_peak
천호대로,서울특별시 광진구 천호대로 499,37.559532415461,127.074471903806,0.0004697382110584,0,1,0,1,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 503,37.5593796087439,127.074753341772,0.0004697382110584,0,0,0,1,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 505,37.5592570829557,127.075022019716,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 507,37.5592189578173,127.075325414491,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 511,37.5591257570706,127.075525420957,0.0004697382110584,0,1,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 513,37.5589998437928,127.075734787652,0.0004697382110584,0,1,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 515,37.5588878864114,127.075958428302,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 517,37.5588819324758,127.076249404252,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 519-1,37.5588905524616,127.076573556376,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 521,37.558660510773,127.076600031017,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 525,37.558553533072,127.076922365713,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 527,37.5583973140118,127.077315045243,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 531,37.5582821402851,127.077492615103,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 531-1,37.5583179329896,127.077731570239,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 533,37.5581489254821,127.077838686866,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 537,37.5581137529089,127.078162450718,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 541,37.5578873921975,127.078615148713,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 549,37.5576984952347,127.079226104632,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 553,37.5573934061322,127.079911629838,0.0004697382110584,0,1,0,1,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 555,37.5572948729657,127.08012452208,0.0004697382110584,0,1,0,1,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 557,37.557244661696,127.080295024621,0.0004697382110584,0,0,0,1,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 559,37.5572068050144,127.0804491297,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 561,37.5571138531893,127.080667685512,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 567,37.5569191505528,127.08118932811,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 569,37.5567479334736,127.081490980862,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
천호대로,서울특별시 광진구 천호대로 571,37.5567057215613,127.081686841221,0.0004697382110584,0,0,0,0,-4.175388026607538,0.7124168514412417,0.5891352549889136,0.5891352549889136,0.7124168514412417
